Disk Write Speed (MB/s),Disk Read Speed (MB/s),CPU Usage (%),CPU Temperature (°C),Clock Speed (GHz),Cache Miss Rate (%),Power Consumption (W)
190.1890276,212.8955502,73.78259563,50.3831276,1.528375286,0.552214701,87.67397922
136.7005103,233.7534295,85.12203179,57.76492249,2.366494953,7.000830151,89.30040483
138.5113003,237.5886869,34.35641092,67.48491008,4.448164747,7.099523351,62.88586634
175.4292149,301.139713,40.7886794,48.63248921,1.645370462,1.020975994,71.9311849
187.816193,284.5969088,26.6203818,55.12930588,1.940176236,9.522722339,67.34601573
122.1188859,238.5907164,13.76720306,65.1826241,2.931344431,0.965330261,83.55372172
160.3721255,280.5273048,64.36823396,39.22355218,2.560348034,7.224783172,76.94645434
,289.7241708,54.46040606,78.55584036,,4.611727752,106.2365032
219.7079438,233.0415058,50.20975965,70.45257914,3.118775857,9.7065526,63.50163866
88.32303858,244.1750244,21.99886926,44.6166442,4.323588546,6.999940581,91.21056225
110.5293768,261.6990521,82.79913364,38.958042,2.630462031,0.001655754,70.71922578
219.2509741,242.3157904,39.93286524,60.29617587,2.316274904,0.31332413,69.4568263
126.7438008,,60.6725285,48.79755804,2.365261357,0.163513404,65.02930931
,255.0894288,20.9087719,69.6149329,3.409796246,8.964781031,98.15435107
217.6315973,269.7221908,46.18949621,63.94002162,3.312042059,4.530865822,103.4953778
197.0988697,189.6477572,55.82748912,61.23379016,3.160803456,17.2103726,91.01694455
186.7865647,293.1357839,56.54150436,54.29743615,2.067210851,2.459102435,75.66024495
147.6208167,237.0875678,53.09297086,76.0000764,2.290337624,0.985330239,80.44162716
236.428898,213.9053046,59.89044984,67.53452101,2.367349984,2.077861843,83.66209482
327.8475141,216.8723385,27.38959088,66.03165809,4.098703658,1.578315759,92.88828517
213.3976389,312.2672919,53.94745211,72.00055965,3.952000114,9.43772081,41.72254367
192.0232367,229.8685486,52.27515367,49.81139137,2.11507995,1.546259555,61.47774863
260.6921841,186.8803782,54.63345368,72.84737869,1.939277771,0.716059382,78.55273123
202.8186951,203.4636696,51.44690435,57.35391704,1.806420252,2.024786433,111.1098675
172.3789121,267.6029117,24.53574452,63.34729697,1.702913919,7.99080392,62.71772732
274.8245341,247.7741123,23.64400496,58.4353699,4.453860607,2.559874152,70.65086977
161.5882028,306.1043803,5.714636282,41.22134394,3.933881078,4.774527973,95.84155361
217.3635634,149.6110811,66.3506902,69.57348261,1.550784214,1.150055244,78.60635961
206.2801045,309.5892809,66.55315019,41.75516677,1.519876653,0.391774573,64.51964401
223.9886379,245.3328852,66.87100582,50.334794,3.569758963,1.333011576,81.03018705
177.8299118,231.1606935,56.13579925,55.4717537,2.433818965,8.569025934,97.68604342
264.9177728,246.860473,7.337615646,40.46384454,1.7968566,5.824133688,98.64335839
183.0281904,343.54936,29.46579016,48.99377377,2.892048494,0.428667244,82.16299067
149.4045147,339.1352538,53.40830835,62.44820091,1.55651381,1.208701365,71.69291971
249.5420106,,,56.53348808,2.774641377,1.316840749,67.21065638
215.0737854,273.2683647,45.54503574,57.35847126,2.212733528,1.655144245,67.07594499
166.8959692,370.6610952,57.37834406,50.84993549,2.294630161,5.393150232,75.04397222
127.6884243,197.533178,50.23303415,60.46181324,2.358693091,0.902075155,93.13571268
74.785157,184.8772199,52.41540931,56.74751975,2.423109819,0.62833522,99.6468927
228.5964501,358.8887386,37.21869334,43.59034599,1.560127013,3.591166698,74.69369757
246.8392892,184.2392459,69.64021972,,3.21061552,1.980098468,535.9017088
225.0731809,291.7314343,41.38456783,47.58088173,3.143670145,1.25517011,112.1375774
229.1991277,352.815183,23.38701834,68.97697112,3.452421391,0.956364822,57.39826871
156.3484864,266.9140524,34.58001974,56.08493265,1.979747409,1.513502879,59.47292845
233.8536556,325.6791462,43.03067617,85.21524431,4.484452599,0.196162263,66.9663455
241.7370375,182.4300721,69.88005577,69.66902537,1.907471219,1.87035004,119.3745875
224.5828881,342.7817044,49.15464003,58.69730825,3.934667283,2.416340122,57.29844466
210.1333347,292.4462301,46.27703562,65.79478833,2.16108114,1.279171136,104.6439225
163.1232459,228.3723527,25.0267315,39.10200811,2.81710984,5.181877759,97.6037175
283.8723918,134.6423506,65.7096518,69.62379407,2.472606932,9.788525907,79.97396591
199.7819012,307.1453069,36.96095692,51.79709503,2.423128524,6.712986159,69.78787415
,207.9904278,47.99944282,60.89733037,2.959536926,1.106749221,84.4141799
123.2587648,263.7140823,79.60366154,52.72377487,2.218883934,0.700155093,71.83573522
159.2929935,240.4081468,60.17526662,53.78681625,3.140568326,12.9099208,90.97918154
238.128072,275.9167183,17.43491905,58.1886791,2.25204658,3.029446411,41.75769232
157.0397945,288.2560032,14.60979527,60.76832775,4.418752095,9.980398646,82.48616896
163.9036619,252.4226525,48.713791,59.73084119,2.218231216,5.273670552,92.10843427
137.3758927,278.1772386,25.7451877,59.98015376,3.793866565,6.550316183,77.70807225
209.577069,319.107715,62.97093495,43.74317293,2.909151561,1.083658002,71.49745345
276.93565,185.9496797,50.8452613,83.32049604,1.613756815,7.877306697,67.7834889
215.7980238,250.8232848,53.30769538,62.31980329,1.958110344,2.581602539,104.5410817
218.852125,268.0836838,35.86513637,64.37567346,4.285683413,2.307749464,55.22541609
207.8673159,207.7359089,84.82767311,56.60008889,3.960855255,4.785648429,84.74271754
946.7844574,225.4965405,100,113.7125074,1.932445931,,111.2882077
177.2676266,216.1846497,44.42830552,61.51035731,1.653153231,1.571403271,63.85831565
179.8369473,309.539019,57.06078497,62.89276911,1.958128431,0.408537274,127.9190058
281.9024392,269.5630723,51.94834686,73.01808877,3.251786931,CORRUPT,93.48411179
188.3657747,191.1937017,44.80626273,80.77617684,3.400703656,4.709728324,46.47369665
150.5412143,244.2563745,33.35859065,74.77022404,2.636742394,1.532976196,67.20130416
176.3197938,275.8820495,28.30064025,42.33471077,2.342664152,11.26227448,42.30349669
287.2321561,348.4753667,27.28805469,55.39581859,2.120730429,18.50283075,66.33080048
133.11738,337.3744964,58.10480051,63.3581712,2.816616375,0.786055194,46.81442303
105.2119046,306.1325581,39.60651044,55.99714348,1.567683059,3.7243955,109.0039754
216.812671,364.5915658,0,59.56173183,1.526118598,1.795976359,38.87564704
237.7595813,,58.89716441,38.54863756,3.893301759,2.500633227,89.93749846
177.1835124,231.6436529,49.23477435,69.14213001,3.091075452,2.929778754,63.00733704
289.7867267,321.7531542,76.93346003,41.24544761,3.84363515,2.99590189,90.4019113
161.4288582,213.8528948,57.46244794,44.27510476,1.841779714,2.369888236,89.6524788
239.8322386,238.486669,20.42652807,49.85329216,3.945996522,2.208467521,77.64263762
181.701527,362.24676,5.406467185,59.02466046,4.268214292,0.401142559,80.41121761
211.7691024,212.179982,35.61055231,43.77274645,3.100120646,2.458710346,55.14271307
217.8442778,284.3341325,37.49785159,49.39607766,1.816311128,22.32428246,100.5111412
222.3989521,211.1954821,68.86318402,71.48945042,1.869748642,3.066620982,76.91845119
184.3265655,257.1531746,49.82258135,58.87639647,2.082547475,2.311882054,90.25706517
273.8840899,210.7672939,72.67376996,64.33546979,2.0557786,7.16077497,123.3935885
220.6022754,227.3970665,23.50333889,47.63757216,4.334610329,11.04444956,69.47789679
179.6060967,188.5449848,69.30528769,59.46163975,3.900883967,5.429567504,99.01821038
181.728476,271.5557994,,58.64133394,2.454425473,2.232674132,75.27119649
191.3507813,225.6689167,9.635317771,52.04729529,3.949730407,2.587943255,36.18571462
239.0327523,141.9338678,76.45235683,59.48922896,3.816405414,2.710841751,61.11857329
307.1691689,368.1189778,51.86916984,41.07874707,2.565794676,0.545205067,68.72659027
164.4321933,263.3811282,57.84089008,64.38608744,1.58995505,3.852731189,119.5960477
155.2316152,220.8835319,32.70207775,56.00507282,1.526235052,1.025385557,74.19659033
292.1422712,292.0822069,75.50494026,57.42780608,2.476870058,5.514393427,39.89694516
219.6398504,291.7982831,26.28295342,68.51765802,,7.098473824,64.34328438
238.4777003,251.5045143,66.64184037,64.32033477,1.863285127,4.432295184,102.8425131
196.2959345,349.8624727,66.41214952,56.81660811,2.263318542,1.632037279,61.93914626
175.6432226,323.0625857,30.51665144,48.83413971,2.037064625,8.584330976,65.18680763
188.9245248,196.7154259,89.66747199,73.28661405,1.934317277,1.127558726,73.10158364
169.9433208,319.3355188,54.6305696,46.59877998,2.286429268,1.233479536,78.23048023
201.2413618,160.8159718,63.07785221,66.29366903,3.7106766,0.73580035,83.83072072
244.640462,236.3602637,19.45758409,44.02606056,2.833307444,7.127211377,85.82589794
116.384141,283.0834306,92.35460006,69.17873303,3.489602451,3.932707971,58.40300978
243.5135769,260.1827663,25.5088612,70.10600853,4.286283458,0.581079728,101.2511275
176.6599849,298.0587261,70.49772866,40.87389157,1.504063625,4.469014164,77.18553091
237.4294091,218.490557,30.10456564,64.49335053,4.35374932,9.769977727,60.87737548
177.0470018,249.7382748,37.62022394,63.66503648,2.337419258,3.005971028,82.94205219
244.4875311,,65.77508088,67.03049305,,8.874527839,104.0590884
213.4168395,223.014206,70.55105427,63.65240275,3.388227211,13.74301613,88.86863908
159.3188529,151.3050454,24.57431502,50.37684307,2.582564088,1.550268633,84.46226132
278.3430343,205.2459607,71.80944338,57.82767033,1.741374117,4.154315884,70.53306818
202.9635999,317.1312307,70.8996099,76.64646536,3.634342716,11.09544771,83.97125492
253.3419537,237.9146055,31.24093182,48.92186524,2.049564681,4.704707496,52.78234933
263.2888518,263.3475047,81.97295187,63.22857958,4.288115613,2.860385751,61.76465779
289.0269199,271.8893267,20.86284744,71.51253874,4.463591094,4.535269683,75.09489845
151.4185652,158.4199431,37.50454834,50.09247191,2.043670828,6.87002967,62.31167965
158.0134201,221.932615,59.58005248,,3.761058536,1.605486802,70.88836927
90.53875971,228.7068117,32.92867431,47.33897666,4.475470487,0.771527308,55.57191162
187.5937374,141.0276049,55.27638171,63.94971362,4.365922398,1.051270218,77.54751969
186.8376119,214.2214416,54.82152158,47.25396227,3.194744472,6.496830926,79.72428314
152.2357579,188.6797027,46.2585146,58.64639959,2.436082106,0.589448796,61.03661765
179.0298467,237.8491121,66.64801077,73.71271396,1.53499104,1.953699532,109.1202946
286.6277418,269.56631,45.43278415,59.48691876,4.194706934,8.971251246,72.6148084
178.8573113,263.4231999,54.63082138,52.22187212,1.606784247,10.82093265,85.31281581
254.1769553,309.1184821,72.92943755,61.25409673,3.229266415,17.2074305,59.63208172
191.9028545,188.9675477,65.8137242,59.31327146,2.058448319,4.686503657,61.49867131
103.8577324,301.9120273,65.72034582,64.52657639,2.22594942,1.365236442,79.76852007
259.7302736,275.0635497,27.01640796,76.19144554,1.57005487,5.471343011,74.43915995
208.2512422,239.8614124,60.49585151,63.96768859,1.610718915,1.047878198,100.1366065
,259.8235035,32.43002418,80.33782512,2.550617102,1.376004404,86.85635074
191.5402325,271.6119178,24.3717004,64.55301903,4.132680041,13.2065701,66.62825928
176.5179195,197.4258009,48.56587307,52.32668707,3.197499937,0.048987493,98.413777
538.1109891,167.6932946,31.91409627,82.88302994,3.114919471,3.985730317,69.95432876
215.417225,203.8342253,65.81235438,58.75181983,3.360906726,0.300508142,68.57466101
220.2548941,259.8562119,66.29070919,49.45107768,3.106001034,1.260054513,65.00419345
134.1804924,245.5951392,11.94747527,83.23728664,2.412733661,2.184320117,74.19648049
123.3385479,301.3330152,33.43394921,52.66883114,4.139911046,0.574555091,61.93128585
151.6478632,,20.80426656,52.27610568,2.926809947,0.175947479,64.89107586
161.1279788,208.5103833,40.74741447,54.48529492,3.757955212,2.196540826,97.46749086
212.6551423,294.7988313,59.1035134,61.64626413,4.236137248,3.585908709,85.75846705
172.4420178,200.8865785,,69.30861397,1.511181929,8.219788389,73.35548811
156.3609658,151.8095019,38.20481519,33.51208386,2.934412781,2.062232258,97.00698865
133.5258359,300.814021,76.00353054,69.26500485,3.313847102,1.862242321,72.83933486
138.8520842,324.4394465,3.902856548,54.45465398,3.007179031,0.057267269,78.24449509
205.4268102,253.2822314,74.73743787,55.87105557,4.207247203,4.798232359,53.10508775
,315.2083397,39.11423414,77.15191811,4.320144325,7.254236815,97.8807624
167.3572608,306.3283905,48.4378198,62.1330816,1.902868623,0.018039341,92.58137074
263.5401353,220.949537,39.45273325,64.47701348,2.407385374,0.028443793,67.93210588
118.9591581,464.1081098,80.85776211,59.51439885,2.291639117,10.05072362,84.24498192
125.415689,239.6264386,25.38043006,67.63642584,2.990304418,1.625528976,660.4333446
190.1196402,237.9583162,50.23472739,76.18010573,2.646315165,,56.93336254
85.92207575,293.0463979,60.54877304,35.24934717,2.577648565,5.378870608,65.15144694
190.7647985,79.63212865,17.77994464,70.84617991,3.101702187,5.173860797,66.00898359
186.0270516,335.2816532,31.60203659,75.47033064,2.970199369,4.096764025,47.10469925
292.5551947,220.4420416,47.03642933,65.01063248,2.896126001,1.119562089,43.95928692
,172.7817559,32.26669931,53.22637577,1.839641899,7.082754294,52.05339422
167.2322276,233.4404132,33.68816458,48.47727552,3.117798641,4.206682949,70.79276776
,166.1524186,43.00274674,83.61845687,1.67688185,1.943427648,59.89717292
246.7055186,363.0370186,62.99162663,,3.349048077,5.893655877,90.1912073
92.6117958,190.0500917,43.14564446,75.17641571,3.37031317,0.819228598,96.7656982
,269.3905888,71.56852389,63.90511324,2.281771845,2.284766951,616.365694
265.6400278,256.7411658,30.04484435,80.45830806,1.905938457,1.104114198,60.15663131
166.9735808,215.6578598,24.96155479,56.81739836,3.894824043,2.235843736,106.2500733
121.2623104,234.9512057,88.52690811,43.92419076,3.811148399,4.037479024,98.87397799
158.7966475,234.4323543,36.84083745,60.02170847,4.338022214,3.069197093,56.66092616
348.2263602,205.0510181,23.78175986,45.13552362,2.838928025,4.231269396,85.853197
179.8354152,356.5606818,15.15892116,86.77060531,2.446654783,1.804400824,99.19299278
166.3981654,199.6148988,71.50206908,66.29498224,2.40782402,0.471663627,71.62335957
212.4168525,310.9650251,43.17390971,67.78130449,2.040550031,0.608264119,80.51585702
247.351475,182.8238413,44.9258053,67.78770283,2.549198343,2.255723561,54.06905904
186.2830439,295.6443286,46.81596577,53.06410319,1.883392474,2.7207138,74.2392803
251.4473918,303.8114892,70.25885769,58.67969507,4.116108215,6.380360525,98.48009635
174.0515765,212.6013326,46.40940332,61.10364631,2.540642346,,55.30054165
205.5529894,292.0717655,96.88107558,79.43888463,3.141838145,6.191842467,91.81769204
250.5885722,2412.602037,52.67521148,48.42908201,1.699750657,4.689600091,64.15974796
192.9570823,153.1289399,71.23569534,52.7141611,2.342202459,1.674033977,96.07323062
173.7087228,170.1471367,66.10479716,,2.170624611,18.599474,89.28583768
174.4461663,297.0683265,49.27105359,53.26353341,4.160888787,1.554907198,78.95648049
196.2653906,182.4356942,38.26058028,45.41073545,2.040045324,3.774949221,48.3717043
265.1567133,255.0058546,56.63927857,32.9529548,3.886581402,9.201329461,80.80024804
210.239497,259.171891,60.20197462,41.73155534,2.348005627,1.224343269,91.38560285
183.9655622,267.7610912,38.54827904,70.99029933,2.13349104,0.351392055,90.03075736
273.5987031,253.094581,53.32677732,59.91781099,1.528979999,3.357841532,47.13681762
191.5430928,268.0892279,74.72409957,68.35538916,,4.810079836,395.7288066
233.8105032,336.1539335,91.39895478,54.17486404,1.710864791,0.669331635,113.4459973
187.7373459,342.1157568,67.08738641,59.0166434,2.586395216,0.567202335,62.9912672
192.6320463,196.3276777,87.25519373,76.13157501,1.658712428,0.426910219,96.62405644
280.4508892,196.8698998,37.41251578,75.52722606,1.692679105,5.356591922,53.76977061
198.0698738,245.5053716,64.03764504,69.41972133,2.56363339,,59.02710759
223.2182201,192.5826303,76.77039017,62.02417787,2.844004547,12.92706077,71.56695811
177.7375079,216.1150035,32.07333334,65.17969428,2.497237299,8.264522521,54.0142924
236.5086557,193.2007342,40.28819776,63.70638299,1.571084298,2.343567208,122.4053335
219.8551557,335.2385455,84.75809524,58.33073206,2.034280796,4.235350763,98.72971436
258.4579687,242.5776448,30.49802288,55.95630191,4.317149465,44.89097015,100.2182661
126.396373,300.4927691,23.17739935,71.22367945,3.215201648,8.957223402,83.26295476
259.2225356,297.0144868,80.55963147,47.04372451,4.06195406,0.453168209,87.77151148
661.6157093,205.3714369,73.9352645,74.87358277,1.653988547,0.010805423,65.14957105
198.977841,194.2625828,,57.24557193,1.522717586,2.426322997,88.24406051
56.9115667,276.7448482,49.08578491,46.85946495,3.845253885,0.136586852,89.32149039
162.5817825,350.3236821,41.22950989,54.54495142,2.65343916,7.163662681,67.66520788
133.6796211,300.211658,55.63897748,51.25592113,2.607430455,4.691193112,60.49292083
188.9273379,198.2773271,81.59613915,54.24325648,2.214655782,5.427578742,94.68131861
249.2494593,286.7347149,54.77132252,54.06046481,1.98163238,12.87425767,68.28413426
275.8794144,255.3275518,93.33918534,53.66305229,3.98536577,21.07372643,68.86506664
184.2219084,294.1418307,32.04116029,56.92042932,1.684220237,1.946898817,74.939986
121.558677,233.8067679,49.60638491,59.35226668,2.995066381,0.751716671,118.3654609
128.2565235,316.399712,42.53882665,67.63859635,2.581298585,0.133839826,81.1540887
121.7089028,193.5734179,28.29716914,,2.326252834,10.2398906,66.59531351
148.570867,291.1946899,46.93832534,63.26020807,3.782230011,1.705936865,82.68257873
136.1553447,288.0541606,58.34658603,60.07531312,4.136858311,0.171521038,71.25832325
228.8537183,251.8585558,60.4846036,65.4058077,2.08496762,4.544748447,101.5435566
187.7366681,287.0947115,93.40904358,60.4667534,1.731028848,2.562668821,96.93820689
293.0846789,281.2888542,59.28934939,53.53178225,2.625158764,10.23273281,117.5396525
,219.9501637,73.00273607,50.81800347,2.820395623,0.537758128,82.05947845
190.1298591,221.1040225,51.32188493,62.10229599,1.659402171,4.522932914,97.02814107
166.6628697,160.177664,83.56111201,72.7337849,2.910106081,7.796217708,90.00606309
234.8456882,256.7310194,97.96898571,57.70875373,4.353436704,10.05018124,76.42929576
232.638479,141.0406461,60.62170262,52.99136346,2.656889088,0.371311185,81.42747673
203.7597576,3147.005584,30.14681969,57.43829325,4.200030756,7.632976695,67.29681316
263.5749455,258.6635714,39.02389954,54.38605489,4.045726452,7.938776229,55.91203312
116.1367401,214.834762,55.63868606,,2.809718459,1.517936897,91.66856432
224.9702253,335.3818685,59.12996071,45.56405418,3.619537897,1.790869137,65.16666139
132.4159181,279.6992297,,57.55591714,2.127177064,12.66590758,83.82784641
123.951036,231.4609786,59.20395362,62.35777154,1.905333401,4.939194064,44.54433313
259.3100747,288.965574,50.13969833,49.18095843,1.506352013,0.154700544,101.6236424
206.7658516,284.7305057,37.27603118,51.2166025,1.719975099,8.521254398,56.49929638
204.332954,337.1745753,58.02276523,50.51938006,3.384976613,17.67102587,102.7109597
252.9719097,224.7855695,87.09974715,46.13322033,4.156221353,2.644089171,87.76725132
250.6399313,292.5245102,70.39857211,50.44407896,4.433519248,6.974921355,81.50371078
228.0025016,319.7658935,60.69407899,58.02143571,2.947407751,6.429772746,72.0462823
223.8247882,373.9497542,70.59133848,46.57942194,1.921479224,2.568806544,87.91039331
263.2534081,301.22732,42.57871942,58.62457533,1.500437818,3.020751312,55.10054456
202.8298667,249.3415839,39.83469708,52.96533208,4.454666514,4.849267156,92.3027227
178.211366,197.6950932,35.04429791,50.71017941,3.953492216,0.956430346,76.40118902
195.3530988,206.8454842,47.49426754,63.77208816,3.07101039,3.532360309,80.46979963
177.6957166,197.1641725,41.55988207,53.59874395,2.236793572,2.045711668,51.93772221
194.544018,267.8341752,,55.29986134,3.053146957,0.439846689,44.92227041
164.4353878,203.1371342,40.49353165,72.9800681,4.015640032,1.118880285,74.61378306
231.4067318,264.4210542,33.94556568,50.79944366,3.167960595,3.480956152,69.08055623
184.9410408,285.6237482,88.85154358,75.65874548,4.486529846,11.9111119,77.01887347
180.5656954,287.6924813,40.97249538,56.52208871,1.820177009,9.853937786,64.79935834
235.9412033,264.2312329,53.07056915,48.63865367,4.447583277,12.48623113,86.1286999
125.527992,300.4932496,59.02645649,54.46051659,3.253936518,1.401665974,72.32768141
,234.6647055,27.26613762,60.68774907,3.203844392,8.76665556,28.3226636
173.851779,220.7649546,74.70967539,72.5450386,2.577444968,2.104007874,70.22710332
188.5499462,264.1158131,62.74238081,67.98824809,1.622714585,16.38703787,79.11340455
147.5745099,217.6015185,81.16768024,60.6390685,3.781332425,1.509402549,490.3967654
153.160322,266.5798209,36.41556126,72.59955981,2.327599419,2.015544332,78.64895878
118.4886448,190.9444721,51.98251585,41.18962952,2.550119294,0.046315474,41.50114293
209.3937123,299.0210509,50.7871151,62.4944153,3.101115932,CORRUPT,100.5401304
,278.3751986,55.27776989,115.3153007,1.670886431,4.757132778,58.4012274
154.6389678,262.8698286,20.90770503,63.22142468,1.532371643,1.871087902,103.7495034
179.5935706,248.765673,52.21672757,43.89848834,1.814819294,0.777266485,73.39949468
159.9288845,147.7585152,21.47072177,49.83087598,3.706048413,5.188260434,109.8959878
224.5820449,371.6664238,57.16668142,58.33525578,2.071625635,0.504272165,94.0638623
216.2107723,296.8098985,7.42701751,71.14791505,3.042824106,0.784383024,94.39890057
153.5654897,366.1205467,12.96826331,79.15264496,2.057706603,3.527376168,57.14094583
173.1148037,324.9624109,66.37097433,53.35564748,2.35422029,0.708697535,50.67585412
162.1949422,330.7860335,39.0632309,46.90153208,1.613757018,0.47600431,130.0869349
239.4883057,186.5057394,30.24283853,68.15761436,2.599388071,5.918679297,71.76810788
294.8682827,282.0745729,75.41691242,86.14370011,1.909086135,3.09169299,82.0204936
158.84927,303.8364795,56.55252435,71.06940633,3.174368243,0.254775449,85.38118361
162.3173515,308.5999147,67.44180391,52.51367276,4.008615846,0.246013139,102.211196
159.1327137,284.858257,46.67515855,88.61139293,4.135110676,16.15188529,57.30576112
202.4959866,254.0626166,100,66.8679962,4.300099648,0.278455849,81.79025451
310.1226547,296.0053519,37.90972279,52.08986786,1.871687492,2.938949873,53.65658163
149.107915,272.5703637,84.88991099,79.34302166,3.049357807,2.465718266,57.78338626
244.4502792,232.3427707,48.7726792,51.30008189,1.844280854,3.495454682,80.22394264
158.336873,321.6658703,16.9097921,53.78911481,2.419377758,10.61953598,116.5125957
220.019303,324.5267956,59.65697491,67.26620822,2.193975524,5.63509859,82.46054786
111.5446779,194.4525114,56.29525123,59.75094682,1.537361119,7.532661657,29.32698866
229.080545,211.5655417,28.97356372,60.37007132,4.295487904,2.798790862,76.67193788
170.1898618,195.2389428,31.55561446,60.38691502,3.845110614,4.161515172,77.74658387
164.1878219,146.8726546,49.50604714,71.14479926,3.056971272,0.353440802,122.5850382
231.8886845,326.7926627,56.9949563,36.7560936,2.534620979,0.374305108,66.97283246
139.3785694,443.4117183,0.586734342,62.84513886,2.734786573,10.1846965,40.73899884
139.5948982,300.1666708,71.06242905,57.09796623,2.115571151,3.536538803,103.3258269
212.4187856,232.1503182,40.11004052,52.47503967,4.404601328,0.576835256,49.20016769
120.4083446,210.8395142,23.36505031,52.44863582,2.356437442,0.389279105,53.45155259
238.143923,189.5252468,68.82133103,33.62890331,1.724113348,12.59980668,84.80740419
135.0342104,328.6649123,49.52764041,52.01581896,3.19335894,0.935181826,85.99986158
185.178466,183.493343,74.32331554,72.90462725,3.746365456,2.824818063,78.11192516
241.798109,287.723243,58.75904526,,4.414160054,7.631413145,68.33862712
730.3908578,249.7159575,49.96970994,58.08618238,3.364510603,10.09403027,110.9942227
255.3062727,283.1906275,46.9454011,45.88744278,2.053219817,9.987306655,83.95971943
173.8853486,297.7609124,59.65425521,68.21869772,2.673290813,10.74554372,98.09743546
182.8326138,251.240688,41.72937482,73.09848412,2.449966999,0.814530548,81.78556679
173.5356211,188.8214491,32.94854823,70.34194671,1.558592236,2.795572037,104.0736949
159.2781996,340.7246673,62.19818245,50.31274445,2.676529906,5.394529573,84.72184094
210.8861141,315.9634109,47.11024317,51.35121319,3.898859811,11.57418981,69.15964554
275.6827147,228.1403995,50.67135296,76.55911259,2.715957599,2.795958498,56.7190397
174.8667196,239.2719369,71.78759672,47.90728959,4.055340177,4.853514842,76.38087198
191.1941002,269.0607601,47.72246785,64.78213366,3.728774984,16.0734166,79.07742574
208.0156398,330.0574687,50.30067851,42.22263853,3.658059738,16.64771661,108.4649035
275.005914,369.860508,38.00700977,56.99684633,2.643143499,5.490629604,67.67846035
270.1420856,223.5179644,58.61479868,65.85150401,1.660067334,3.497354659,59.0292285
191.8079564,98.18039514,56.99655825,59.70034043,4.1473158,4.248679009,87.67877913
260.5491101,238.721113,68.01550264,,3.414863102,11.57447248,57.45402609
210.5734289,265.8606056,38.41742326,47.73794924,1.771557491,5.908420026,51.86851524
196.8686076,356.7528203,40.84366061,51.79998036,1.744687016,,98.53117966
206.4358616,282.1735368,65.84274798,64.81818378,3.342823846,1.083292882,68.51094035
179.0207252,199.065509,55.04426007,66.96888142,2.766631172,,73.43311427
168.6683849,329.0827976,31.87563748,62.19812853,2.072152257,4.540671316,55.10886399
216.1145544,214.9610845,76.13108135,69.47057742,2.218295312,5.048104242,87.92724394
162.5105769,250.3090872,16.03098863,43.42792061,2.657201131,0.413732652,98.33709642
174.8667152,276.1947845,65.68569507,55.3380205,3.750629334,6.867295453,105.1972251
218.2154415,266.2110221,24.69575928,78.22683773,2.090912511,4.008463086,56.2917784
193.6104327,349.928832,87.71577033,72.83468829,3.606873528,1.777341063,93.60638186
313.8850582,253.6604212,19.10800546,66.33638165,2.037118362,15.66666509,81.37813149
141.8328455,276.4931842,73.04501304,58.44633027,3.791196702,3.409695657,75.11017527
157.8808359,135.0196945,48.3673128,70.34815628,4.200760658,3.244717736,69.02179263
251.9726108,195.417191,42.6679486,64.2914152,2.828360508,2.917523508,61.38468735
307.9507791,216.7969519,53.70793313,44.82559635,3.423973048,4.101713663,64.64819624
234.0667367,178.2156007,62.63800678,69.95762447,2.299058239,0.244956158,66.5048803
161.0397434,215.2358504,31.91198995,51.33956586,4.282916561,0.241151601,66.9054181
177.1429131,258.0399829,33.6842455,67.5968825,2.777624857,3.100839474,86.17511341
132.0571419,135.4217832,62.9920973,43.84027211,2.990093596,7.24688624,53.02113571
231.4163081,228.8264901,15.85314093,75.99019332,2.284405017,3.663545471,31.56517394
196.321559,261.0006901,38.31541814,57.25103621,2.082038029,12.75011042,77.68722016
51.48289766,277.5698208,100,48.90663668,2.182281467,5.066536714,70.51805056
198.3016711,312.9053591,,53.11494767,2.927489829,0.042664167,93.34492364
191.5768543,328.2023472,72.95605584,56.63150903,1.912827838,2.966075129,47.94975452
135.8725181,185.846126,38.28098463,59.94230284,2.663639378,4.01436413,122.376883
175.2888449,309.64956,60.1809029,73.18145636,2.646103803,0.082986844,61.71078548
187.4327767,218.8076634,63.08711381,60.70142616,2.799453074,0.564118232,54.65671418
212.6186092,375.7590161,72.5791347,38.29083202,2.765998996,32.79630368,80.763215
168.0027354,199.3939539,45.99492346,47.70261488,2.323260158,5.628397437,46.37832498
228.4330285,381.9274331,89.77769278,87.57534792,2.600414056,5.629715621,58.92220476
320.5556486,216.7862142,38.21326871,61.35388796,4.20709295,4.216265792,84.62328946
248.7626648,323.8447947,54.68440827,69.50790114,1.612417463,11.3187765,85.03397784
175.6035166,225.0375881,,56.91653861,1.763356453,1.701866843,84.76764088
213.5141719,281.9437279,27.5606376,49.95388686,4.286534377,9.590148841,75.32400859
280.8217846,248.4333224,44.2825549,55.18717778,2.313000743,0.508483935,51.43979275
257.769376,316.572268,53.23026998,61.28326084,2.41252739,18.42211095,92.44047943
191.2453549,181.173107,41.35757914,55.39763663,2.532248861,8.506443257,76.30187096
225.5020169,131.1993621,98.81847931,79.18467767,1.81013487,0.01202332,92.4037296
262.7306395,187.4250712,33.22752653,53.83747206,3.806946159,0.307525584,92.53251413
226.9259182,299.6989913,73.58848936,49.4516439,1.98950491,0.443093389,101.5440341
